A1BS2,Putting a cup/glass/bottle somewhere,352,446
A1BS2,Opening a door,357,446
A1BS2,Tidying up a towel/s,14,402
A1BS2,Holding a towel/s,26,378
A1BS2,Taking a towel/s from somewhere,21,145
A1BS2,Putting a towel/s somewhere,254,407
A1BS2,Tidying up a closet/cabinet,0,446
ZBBOO,Drinking from a cup/glass/bottle,0,133
ZBBOO,Holding a box,0,551
ZBBOO,Drinking from a cup/glass/bottle,0,551
ZBBOO,Holding a cup/glass/bottle of something,0,551
ZBBOO,Holding a book,0,551
AF8I2,Working on paper/notebook,628,839
AF8I2,Putting some food somewhere,523,659
AF8I2,Someone is eating something,0,565
AF8I2,Taking a book from somewhere,532,733
AF8I2,Someone is smiling,0,92
AF8I2,Someone is smiling,220,354
AF8I2,Taking paper/notebook from somewhere,532,733
AF8I2,Putting a dish/es somewhere,494,618
AF8I2,Holding a book,552,839
AF8I2,Holding some food,0,613
AF8I2,Taking food from somewhere,0,599
AF8I2,Someone is laughing,220,349
AF8I2,Sitting on the floor,0,839
AF8I2,Someone is holding a paper/notebook,540,839
AF8I2,Opening a book,540,752
4WVTC,Holding a blanket,0,358
4WVTC,Taking a blanket from somewhere,0,358
4WVTC,Taking a towel/s from somewhere,0,358
4WVTC,Throwing something on the floor,0,265
4WVTC,Working/Playing on a laptop,0,272
4WVTC,Holding a towel/s,0,358
4WVTC,Putting a laptop somewhere,60,241
4WVTC,Someone is standing up from somewhere,148,272
4WVTC,Holding a laptop,0,169
4WVTC,Tidying up a blanket/s,160,315
4WVTC,Closing a laptop,0,109
T56KO,Putting clothes somewhere,194,368
T56KO,Tidying some clothes,127,270
T56KO,Taking some clothes from somewhere,194,368
T56KO,Holding some clothes,86,385
T56KO,Taking some clothes from somewhere,14,162
T56KO,Someone is undressing,508,660
T56KO,Holding a towel/s,134,363
T56KO,Putting a towel/s somewhere,249,387
T56KO,Tidying up a towel/s,194,294
T56KO,Holding a towel/s,206,308
T56KO,Taking a towel/s from somewhere,115,217
DUZDL,Opening a closet/cabinet,156,308
DUZDL,Someone is awakening somewhere,62,200
DUZDL,Someone is awakening in bed,0,167
DUZDL,Tidying some clothes,319,951
DUZDL,Throwing clothes somewhere,309,951
DUZDL,Sitting in a bed,38,186
DUZDL,Opening a door,156,284
DUZDL,Taking shoes from somewhere,696,951
DUZDL,Snuggling with a blanket,0,152
DUZDL,Putting shoes somewhere,748,951
DUZDL,Someone is smiling,890,951
DUZDL,Grasping onto a doorknob,165,318
DUZDL,Someone is standing up from somewhere,86,200
DUZDL,Holding some clothes,309,733
DUZDL,Putting clothes somewhere,561,733
DUZDL,Throwing a blanket somewhere,33,152
DUZDL,Holding a shoe/shoes,775,884
DUZDL,Lying on a bed,0,123
DUZDL,Taking some clothes from somewhere,175,623
6H78U,Holding a phone/camera,0,308
6H78U,Holding some clothes,283,447
6H78U,Putting clothes somewhere,352,469
6H78U,Tidying some clothes,266,469
6H78U,Tidying some clothes,374,543
6H78U,Tidying up a blanket/s,276,608
6H78U,Putting a blanket somewhere,276,469
6H78U,Putting a blanket somewhere,398,589
6H78U,Tidying up a towel/s,278,608
6H78U,Taking some clothes from somewhere,266,383
6H78U,Throwing clothes somewhere,324,608
6H78U,Putting a phone/camera somewhere,204,332
6H78U,Playing with a phone/camera,0,303
6H78U,Taking a towel/s from somewhere,489,608
6H78U,Putting a towel/s somewhere,578,608
GL2JW,Drinking from a cup/glass/bottle,0,421
GL2JW,Closing a closet/cabinet,338,534
GL2JW,Holding a dish,0,596
GL2JW,Taking a cup/glass/bottle from somewhere,0,743
GL2JW,Opening a closet/cabinet,360,531
GL2JW,Holding a cup/glass/bottle of something,0,587
GL2JW,Closing a door,357,524
GM3UK,Holding a phone/camera,304,382
GM3UK,Putting something on a table,38,164
GM3UK,Tidying up a table,0,382
GM3UK,Taking a picture of something,316,382
GM3UK,Putting a towel/s somewhere,72,195
GM3UK,Putting a book somewhere,218,382
GM3UK,Putting their paper/notebook somewhere,288,382
GM3UK,Taking a phone/camera from somewhere,288,382
GM3UK,Tidying up a towel/s,0,236
GM3UK,Putting a phone/camera somewhere,321,382
GM3UK,Washing something with a towel,0,315
GM3UK,Washing a table,33,152
WISO0,Holding a bag,264,546
WISO0,Throwing a bag somewhere,410,546
WISO0,Throwing something on the floor,410,546
WISO0,Someone is going from standing to sitting,0,171
WISO0,Taking a bag from somewhere,62,371
WISO0,Watching/looking at a picture,192,397
WISO0,Someone is sneezing,45,205
WISO0,Tidying a shelf or something on a shelf,122,402
WISO0,Closing a door,297,462
WISO0,Opening a door,285,469
WISO0,Someone is standing up from somewhere,79,179
WISO0,Sitting in a chair,362,467
WISO0,Sitting on sofa/couch,0,853
WISO0,Putting a bag somewhere,427,589
YSE1G,Putting a towel/s somewhere,561,687
YSE1G,Throwing a towel/s somewhere,554,687
YSE1G,Opening a door,0,111
YSE1G,Walking through a doorway,0,133
YSE1G,Holding a towel/s,0,687
YSE1G,Taking a towel/s from somewhere,0,215
YSE1G,Closing a door,14,212
YSE1G,Throwing something on the floor,561,687
YSE1G,Holding some clothes,564,687
YSE1G,Someone is standing up from somewhere,540,687
YSE1G,Grasping onto a doorknob,0,123
YSE1G,Throwing clothes somewhere,573,687
YSE1G,Putting clothes somewhere,573,687
RS6EK,Sitting in a bed,48,743
RS6EK,Someone is laughing,156,375
RS6EK,Holding a phone/camera,2,743
RS6EK,Playing with a phone/camera,14,743
RS6EK,Sitting on sofa/couch,43,743
RS6EK,Taking a phone/camera from somewhere,0,179
RS6EK,Someone is going from standing to sitting,0,131
RS6EK,Someone is smiling,43,743
MAUMO,Putting a cup/glass/bottle somewhere,117,282
MAUMO,Someone is going from standing to sitting,0,71
MAUMO,Someone is standing up from somewhere,628,767
MAUMO,Drinking from a cup/glass/bottle,0,229
MAUMO,Someone is smiling,170,366
MAUMO,Holding a cup/glass/bottle of something,0,265
MAUMO,Sitting on sofa/couch,0,735
MAUMO,Someone is laughing,177,714
MAUMO,Putting something on a table,127,270
MAUMO,Watching television,0,459
MAUMO,Sitting in a chair,12,747
MAUMO,Taking a cup/glass/bottle from somewhere,0,229
MAUMO,Holding a dish,0,270
MAUMO,Sitting at a table,0,836
MAUMO,Laughing at television,194,714
5EEXF,Closing a closet/cabinet,141,279
5EEXF,Opening a closet/cabinet,24,167
5EEXF,Holding a blanket,76,536
5EEXF,Putting a blanket somewhere,405,560
5EEXF,Putting clothes somewhere,403,630
5EEXF,Tidying some clothes,196,421
5EEXF,Closing a door,518,743
5EEXF,Putting a towel/s somewhere,405,570
5EEXF,Taking a towel/s from somewhere,57,207
5EEXF,Tidying up a towel/s,177,385
5EEXF,Holding a towel/s,100,558
5EEXF,Grasping onto a doorknob,326,433
5EEXF,Taking a blanket from somewhere,52,183
5EEXF,Someone is going from standing to sitting,720,815
5EEXF,Throwing a blanket somewhere,434,565
5EEXF,Tidying up a blanket/s,156,416
5EEXF,Putting something on a shelf,417,560
5EEXF,Opening a door,350,517
L3ZRP,Holding a laptop,14,734
L3ZRP,Putting some food somewhere,124,356
L3ZRP,Someone is eating something,120,378
L3ZRP,Taking food from somewhere,88,241
L3ZRP,Watching a laptop or something on a laptop,88,661
L3ZRP,Sitting on sofa/couch,0,716
L3ZRP,Sitting in a chair,0,734
L3ZRP,Putting a laptop somewhere,33,191
L3ZRP,Working/Playing on a laptop,84,661
L3ZRP,Holding some food,96,253
L3ZRP,Taking a laptop from somewhere,0,138
VW4UD,Holding a dish,0,325
VW4UD,Putting a dish/es somewhere,223,332
VW4UD,Someone is standing up from somewhere,352,447
VW4UD,Putting some food somewhere,187,342
VW4UD,Taking a dish/es from somewhere,396,447
VW4UD,Sitting in a chair,0,447
VW4UD,Taking food from somewhere,391,447
VW4UD,Sitting at a table,0,447
VW4UD,Holding a towel/s,0,447
VW4UD,Someone is eating something,0,320
VW4UD,Putting something on a table,220,325
VW4UD,Holding some food,0,301
VW4UD,Putting a towel/s somewhere,352,447
CUSTU,Opening a laptop,705,820
CUSTU,Watching a laptop or something on a laptop,751,820
CUSTU,Holding a broom,0,704
CUSTU,Someone is going from standing to sitting,648,788
CUSTU,Taking a laptop from somewhere,643,800
CUSTU,Working/Playing on a laptop,729,820
CUSTU,Tidying up with a broom,0,635
CUSTU,Tidying something on the floor,0,272
CUSTU,Holding a laptop,660,820
CUSTU,Sitting on the floor,676,820
CUSTU,Putting a broom somewhere,585,726
C10FA,Putting something on a shelf,136,474
C10FA,Opening a refrigerator,216,524
C10FA,Taking paper/notebook from somewhere,297,467
C10FA,Pouring something into a cup/glass/bottle,393,771
C10FA,Opening a refrigerator,326,908
C10FA,Taking a book from somewhere,216,551
C10FA,Closing a refrigerator,429,572
C10FA,Someone is holding a paper/notebook,667,889
C10FA,Holding a cup/glass/bottle of something,0,911
C10FA,Taking a dish/es from somewhere,0,911
C10FA,Holding a dish,0,911
C10FA,Putting a cup/glass/bottle somewhere,508,635
C10FA,Putting groceries somewhere,398,524
C10FA,Taking a cup/glass/bottle from somewhere,684,798
C10FA,Opening a door,0,116
C10FA,Taking a box from somewhere,636,776
C10FA,Closing a door,451,577
C10FA,Holding a book,662,899
C10FA,Taking food from somewhere,110,289
9SJZ9,Playing with a phone/camera,0,476
9SJZ9,Snuggling with a blanket,0,476
9SJZ9,Lying on a bed,0,476
9SJZ9,Lying on the floor,0,476
9SJZ9,Sitting on the floor,0,476
9SJZ9,Holding a phone/camera,0,476
RNLTR,Sitting in a bed,283,391
RNLTR,Sitting on sofa/couch,280,391
RNLTR,Someone is undressing,0,391
RNLTR,Someone is going from standing to sitting,254,378
RNLTR,Putting clothes somewhere,0,320
RNLTR,Taking off some shoes,278,391
RNLTR,Throwing clothes somewhere,175,323
RNLTR,Putting shoes somewhere,278,391
SBI6Z,Drinking from a cup/glass/bottle,283,493
SBI6Z,Taking a cup/glass/bottle from somewhere,168,296
SBI6Z,Sitting at a table,0,671
SBI6Z,Putting something on a table,156,263
SBI6Z,Sitting in a chair,0,671
SBI6Z,Pouring something into a cup/glass/bottle,204,349
SBI6Z,Holding a cup/glass/bottle of something,194,512
SBI6Z,Putting a cup/glass/bottle somewhere,237,371
CDULZ,Holding a bag,494,743
CDULZ,Drinking from a cup/glass/bottle,0,743
CDULZ,Holding some food,364,692
CDULZ,Walking through a doorway,487,685
CDULZ,Taking a bag from somewhere,379,699
CDULZ,Holding a dish,0,743
CDULZ,Putting a bag somewhere,381,707
CDULZ,Holding a cup/glass/bottle of something,0,743
CDULZ,Putting groceries somewhere,492,743
1FX8Q,Opening a bag,0,140
1FX8Q,Walking through a doorway,547,695
1FX8Q,Someone is standing up from somewhere,472,615
1FX8Q,Sitting on the floor,0,601
1FX8Q,Someone is smiling,172,361
1FX8Q,Tidying something on the floor,0,553
1FX8Q,Playing with a phone/camera,60,188
1FX8Q,Putting a bag somewhere,40,152
1FX8Q,Holding a bag,0,152
1FX8Q,Throwing something on the floor,76,193
1FX8Q,Throwing a bag somewhere,415,543
1FX8Q,Putting a phone/camera somewhere,67,186
1FX8Q,Holding a phone/camera,57,169
1FX8Q,Taking a bag from somewhere,415,551
GF6IX,Holding a bag,0,815
GF6IX,Holding some medicine,196,419
GF6IX,Taking a cup/glass/bottle from somewhere,163,510
GF6IX,Someone is sneezing,52,167
GF6IX,Walking through a doorway,19,159
GF6IX,Opening a bag,252,407
GF6IX,Taking/consuming some medicine,160,423
GF6IX,Someone is standing up from somewhere,0,815
3SKWW,Tidying up a towel/s,0,887
3SKWW,Someone is sneezing,432,711
3SKWW,Taking a blanket from somewhere,0,111
3SKWW,Tidying up a blanket/s,0,318
3SKWW,Putting a blanket somewhere,194,323
3SKWW,Taking some clothes from somewhere,0,107
3SKWW,Holding a towel/s,0,323
3SKWW,Sitting on the floor,0,887
3SKWW,Holding some clothes,0,887
3SKWW,Taking a towel/s from somewhere,0,500
3SKWW,Putting a towel/s somewhere,76,354
3SKWW,Tidying some clothes,0,887
HDHGT,Opening a box,100,387
HDHGT,Taking a box from somewhere,72,421
HDHGT,Someone is sneezing,276,467
HDHGT,Holding a box,105,743
HDHGT,Taking something from a box,21,243
HDHGT,Someone is standing up from somewhere,24,743
HDHGT,Opening a door,0,126
HDHGT,Taking food from somewhere,72,743
HDHGT,Grasping onto a doorknob,0,102
HDHGT,Holding some food,112,743
HDHGT,Opening a closet/cabinet,0,222
GFJ98,Walking through a doorway,0,224
GFJ98,Holding a picture,0,258
GFJ98,Putting a picture somewhere,225,258
GFJ98,Holding a box,0,258
GFJ98,Putting a box somewhere,62,258
GFJ98,Putting something on a shelf,103,258
GFJ98,Watching/looking at a picture,0,258
JR6VG,Closing a door,266,383
JR6VG,Opening a door,192,361
JR6VG,Sitting in a chair,0,551
JR6VG,Someone is running somewhere,288,428
JR6VG,Grasping onto a doorknob,237,383
JR6VG,Walking through a doorway,266,387
10M0F,Holding a book,0,553
10M0F,Putting a book somewhere,456,570
10M0F,Watching/Reading/Looking at a book,0,546
10M0F,Someone is sneezing,518,767
10M0F,Closing a book,456,584
10M0F,Throwing something on the floor,475,594
10M0F,Working on paper/notebook,0,625
10M0F,Opening a book,26,251
10M0F,Someone is holding a paper/notebook,0,558
10M0F,Putting their paper/notebook somewhere,475,594
10M0F,Throwing a book somewhere,463,594
ZHRPD,Holding a towel/s,4,392
ZHRPD,Taking a towel/s from somewhere,0,111
ZHRPD,Putting something on a shelf,283,469
ZHRPD,Playing with a phone/camera,381,713
ZHRPD,Putting a towel/s somewhere,266,414
ZHRPD,Holding a phone/camera,492,713
ZHRPD,Sitting in a chair,0,713
ZHRPD,Taking a phone/camera from somewhere,374,517
ZHRPD,Tidying up a blanket/s,26,258
ZHRPD,Tidying up a towel/s,2,397
ZHRPD,Taking a phone/camera from somewhere,376,713
ZHRPD,Tidying up a closet/cabinet,0,464
ZHRPD,Holding some clothes,0,440
ZHRPD,Putting clothes somewhere,259,419
ZHRPD,Tidying some clothes,16,356
VNQTH,Putting something on a shelf,38,157
VNQTH,Putting clothes somewhere,33,157
VNQTH,Tidying up a closet/cabinet,64,157
VNQTH,Putting a blanket somewhere,0,157
VNQTH,Walking through a doorway,0,109
VNQTH,Holding a blanket,0,157
VNQTH,Holding some clothes,0,157
BQA97,Opening a laptop,9,171
BQA97,Sitting in a chair,0,743
BQA97,Someone is smiling,0,222
BQA97,Working/Playing on a laptop,0,743
BQA97,Someone is laughing,0,222
BQA97,Holding a laptop,0,743
BQA97,Watching a laptop or something on a laptop,60,743
MK16R,Holding a bag,0,791
MK16R,Putting groceries somewhere,9,234
MK16R,Holding a box,0,791
MK16R,Someone is smiling,256,409
MK16R,Putting some food somewhere,69,234
MK16R,Putting something on a shelf,9,229
MK16R,Opening a door,57,198
MK16R,Holding some food,0,791
MK16R,Taking food from somewhere,4,126
MK16R,Taking food from somewhere,177,282
MK16R,Taking food from somewhere,348,474
MK16R,Opening a closet/cabinet,62,755
MK16R,Taking a dish/es from somewhere,0,791
MK16R,Putting a dish/es somewhere,0,791
MK16R,Putting something on a shelf,0,791
Y79PC,Turning off a light,460,611
Y79PC,Watching/Looking outside of a window,7,383
Y79PC,Someone is undressing,288,510
Y79PC,Throwing clothes somewhere,405,541
E9UYZ,Putting something on a table,172,330
E9UYZ,Holding a blanket,0,791
E9UYZ,Holding a cup/glass/bottle of something,0,296
E9UYZ,Putting a dish/es somewhere,0,296
E9UYZ,Throwing a towel/s somewhere,672,791
E9UYZ,Holding a towel/s,0,781
E9UYZ,Someone is sneezing,144,267
E9UYZ,Throwing something on the floor,660,786
YK49T,Putting a phone/camera somewhere,0,222
YK49T,Someone is undressing,0,325
YK49T,Taking food from somewhere,220,445
YK49T,Taking some clothes from somewhere,9,325
YK49T,Throwing clothes somewhere,117,323
YK49T,Holding some food,223,440
YK49T,Taking a cup/glass/bottle from somewhere,175,407
YK49T,Putting some food somewhere,182,421
YK49T,Holding a phone/camera,0,222
YK49T,Putting clothes somewhere,192,344
YK49T,Taking a phone/camera from somewhere,0,99
YK49T,Closing a door,132,239
YK49T,Someone is standing up from somewhere,112,231
YK49T,Holding some medicine,249,445
YK49T,Grasping onto a doorknob,132,246
YK49T,Someone is dressing,0,335
S5KQ1,Holding a broom,163,591
S5KQ1,Taking a broom from somewhere,57,275
S5KQ1,Opening a box,72,195
S5KQ1,Putting a broom somewhere,0,459
S5KQ1,Tidying something on the floor,0,387
S5KQ1,Throwing a broom somewhere,280,409
S5KQ1,Holding a box,50,387
S5KQ1,Closing a box,201,330
S5KQ1,Holding a phone/camera,0,119
S5KQ1,Putting a box somewhere,271,399
WXXYY,Holding a phone/camera,74,474
WXXYY,Putting a phone/camera somewhere,379,495
WXXYY,Sitting on the floor,672,863
WXXYY,Fixing a door,681,863
WXXYY,Putting something on a table,384,500
WXXYY,Playing with a phone/camera,168,462
WXXYY,Fixing a doorknob,633,863
WXXYY,Someone is going from standing to sitting,621,793
WXXYY,Closing a door,105,272
WXXYY,Opening a door,0,212
WXXYY,Walking through a doorway,0,219
WXXYY,Grasping onto a doorknob,612,779
LSCMZ,Holding a towel/s,158,419
LSCMZ,Holding a shoe/shoes,0,181
LSCMZ,Putting shoes somewhere,60,188
LSCMZ,Putting something on a shelf,55,183
LSCMZ,Tidying some clothes,228,455
LSCMZ,Taking a phone/camera from somewhere,328,455
LSCMZ,Holding a phone/camera,372,455
K7Z6T,Holding a shoe/shoes,134,373
K7Z6T,Holding a bag,0,635
K7Z6T,Tidying something on the floor,316,493
K7Z6T,Holding a bag,0,210
K7Z6T,Tidying something on the floor,124,671
K7Z6T,Opening a bag,0,207
K7Z6T,Putting shoes somewhere,124,481
K7Z6T,Putting clothes somewhere,124,481
08LOY,Fixing a light,136,524
08LOY,Someone is running somewhere,0,198
08LOY,Taking a book from somewhere,292,435
08LOY,Someone is standing up from somewhere,0,695
08LOY,Tidying something on the floor,283,457
KV6V8,Working/Playing on a laptop,0,339
KV6V8,Someone is standing up from somewhere,0,887
KV6V8,Watching a laptop or something on a laptop,0,299
KV6V8,Someone is laughing,544,692
KV6V8,Someone is smiling,544,692
KV6V8,Opening a laptop,357,527
KV6V8,Closing a laptop,175,335
KV6V8,Holding a laptop,0,887
REMG0,Fixing their hair,0,407
REMG0,Watching something/someone/themselves in a mirror,0,92
REMG0,Tidying some clothes,516,697
REMG0,Tidying a shelf or something on a shelf,319,719
REMG0,Putting a cup/glass/bottle somewhere,412,589
REMG0,Tidying up a towel/s,518,719
REMG0,Washing something with a towel,420,711
6IOV0,Sitting in a chair,0,743
6IOV0,Holding a laptop,0,743
6IOV0,Watching/looking at a picture,535,743
6IOV0,Reaching for and grabbing a picture,458,743
6IOV0,Holding a cup/glass/bottle of something,48,493
6IOV0,Drinking from a cup/glass/bottle,228,392
6IOV0,Working/Playing on a laptop,0,313
6IOV0,Holding a picture,501,743
6IOV0,Watching a laptop or something on a laptop,0,325
HA8S9,Holding a broom,0,767
HA8S9,Putting shoes somewhere,216,349
HA8S9,Someone is going from standing to sitting,314,438
HA8S9,Holding a shoe/shoes,182,308
HA8S9,Sitting in a bed,314,767
HA8S9,Throwing shoes somewhere,196,356
5RWZF,Holding a book,0,647
5RWZF,Holding a broom,0,647
5RWZF,Someone is holding a paper/notebook,0,647
5RWZF,Walking through a doorway,0,102
5RWZF,Putting their paper/notebook somewhere,0,647
F75LG,Taking a towel/s from somewhere,535,791
F75LG,Drinking from a cup/glass/bottle,410,630
F75LG,Someone is undressing,0,409
F75LG,Fixing their hair,568,695
F75LG,Throwing clothes somewhere,180,524
F75LG,Taking some clothes from somewhere,48,301
F75LG,Watching something/someone/themselves in a mirror,568,791
F75LG,Holding a cup/glass/bottle of something,427,613
F75LG,Holding some clothes,230,447
F75LG,Holding a towel/s,592,791
F75LG,Taking a cup/glass/bottle from somewhere,403,543
F75LG,Putting clothes somewhere,261,467
F75LG,Putting a cup/glass/bottle somewhere,506,690
N56QO,Drinking from a cup/glass/bottle,50,144
N56QO,Taking a cup/glass/bottle from somewhere,19,133
N56QO,Working/Playing on a laptop,0,109
N56QO,Working at a table,0,144
N56QO,Holding a dish,31,144
N56QO,Watching a laptop or something on a laptop,0,144
A7WU3,Holding a broom,0,503
A7WU3,Putting a broom somewhere,420,570
A7WU3,Tidying up with a broom,0,102
A7WU3,Tidying something on the floor,566,767
MZZ8Q,Putting shoes somewhere,264,392
MZZ8Q,Putting something on a shelf,0,119
MZZ8Q,Taking shoes from somewhere,254,363
MZZ8Q,Taking off some shoes,91,260
MZZ8Q,Putting a book somewhere,0,61
MZZ8Q,Holding a book,0,111
MZZ8Q,Putting clothes somewhere,199,407
MZZ8Q,Throwing shoes somewhere,232,399
MZZ8Q,Tidying something on the floor,264,404
MZZ8Q,Holding a shoe/shoes,261,390
0PU21,Putting something on a table,264,433
0PU21,Drinking from a cup/glass/bottle,14,347
0PU21,Holding a cup/glass/bottle of something,0,421
0PU21,Putting a dish/es somewhere,319,419
0PU21,Holding a dish,0,419
0PU21,Holding a picture,400,460
0PU21,Putting a cup/glass/bottle somewhere,326,426
6IL0C,Holding a vacuum,777,959
6IL0C,Putting a book somewhere,0,395
6IL0C,Putting shoes somewhere,398,642
6IL0C,Putting something on a shelf,384,539
6IL0C,Holding a book,0,390
6IL0C,Taking shoes from somewhere,340,503
6IL0C,Putting something on a shelf,69,207
6IL0C,Tidying up a table,129,390
6IL0C,Someone is going from standing to sitting,304,450
6IL0C,Someone is standing up from somewhere,520,651
6IL0C,Taking a vacuum from somewhere,751,891
6IL0C,Tidying something on the floor,350,601
6IL0C,Taking a book from somewhere,0,164
6UU5T,Snuggling with a pillow,0,108
6UU5T,Lying on a bed,0,108
6UU5T,Watching television,0,108
6UU5T,Holding a pillow,0,108
WZDXS,Someone is dressing,0,246
WZDXS,Holding a dish,172,600
WZDXS,Someone is eating something,285,600
WZDXS,Eating a sandwich,285,600
WZDXS,Watching television,0,600
WZDXS,Watching a laptop or something on a laptop,324,483
WZDXS,Watching a laptop or something on a laptop,468,600
WZDXS,Holding some clothes,0,164
WZDXS,Taking a dish/es from somewhere,189,471
WZDXS,Holding some food,249,600
WZDXS,Taking food from somewhere,259,375
WZDXS,Holding a sandwich,268,600
7XMBM,Lying on a bed,396,546
7XMBM,Holding some food,228,387
7XMBM,Someone is eating something,223,438
7XMBM,Holding a dish,228,553
7XMBM,Someone is going from standing to sitting,340,507
7XMBM,Walking through a doorway,196,325
AYZS4,Holding a mirror,470,666
AYZS4,Holding a towel/s,607,851
AYZS4,Washing something with a towel,732,1196
AYZS4,Putting something on a table,518,750
AYZS4,Tidying up a table,357,630
AYZS4,Washing a mirror,868,1223
AYZS4,Taking a towel/s from somewhere,703,839
AYZS4,Someone is eating something,100,428
AYZS4,Sitting at a table,0,195
AYZS4,Taking food from somewhere,0,107
AYZS4,Watching something/someone/themselves in a mirror,1012,1160
AYZS4,Washing a table,405,745
AYZS4,Sitting in a chair,0,1223
AYZS4,Holding some food,0,529
AYZS4,Putting some food somewhere,357,524
IAEGA,Someone is laughing,170,392
IAEGA,Someone is smiling,199,299
IAEGA,Someone is standing up from somewhere,55,152
IAEGA,Holding a dish,69,164
IAEGA,Turning off a light,384,455
N1E7A,Closing a closet/cabinet,134,270
N1E7A,Taking a book from somewhere,223,519
N1E7A,Holding a book,67,519
N1E7A,Taking food from somewhere,26,126
N1E7A,Taking a box from somewhere,172,272
N1E7A,Holding a box,182,282
N1E7A,Holding some food,79,519
N1E7A,Holding a bag,76,519
N1E7A,Opening a closet/cabinet,2,270
FLLUJ,Closing a window,309,642
FLLUJ,Watching/Looking outside of a window,0,663
FLLUJ,Working on paper/notebook,0,767
FLLUJ,Someone is sneezing,276,411
FLLUJ,Watching/Reading/Looking at a book,0,767
FLLUJ,Someone is laughing,40,200
FLLUJ,Sitting on sofa/couch,0,767
FLLUJ,Closing a door,316,767
FLLUJ,Sitting in a bed,0,767
FLLUJ,Holding a book,0,767
FLLUJ,Someone is holding a paper/notebook,0,767
FLLUJ,Working/Playing on a laptop,0,767
SU26P,Someone is laughing,300,745
SU26P,Watching something/someone/themselves in a mirror,0,351
SU26P,Someone is smiling,722,791
SU26P,Someone is standing up from somewhere,722,791
SU26P,Holding a phone/camera,722,791
SU26P,Playing with a phone/camera,722,791
XHYA2,Opening a door,372,500
XHYA2,Putting on shoe/shoes,400,546
XHYA2,Drinking from a cup/glass/bottle,0,404
XHYA2,Someone is going from standing to sitting,499,723
XHYA2,Sitting in a bed,501,767
XHYA2,Putting shoes somewhere,391,560
XHYA2,Putting a cup/glass/bottle somewhere,304,433
XHYA2,Throwing shoes somewhere,386,515
XHYA2,Holding a shoe/shoes,0,507
XHYA2,Grasping onto a doorknob,386,536
XHYA2,Lying on a bed,508,767
XHYA2,Closing a closet/cabinet,451,553
XHYA2,Putting a dish/es somewhere,312,433
XHYA2,Closing a door,446,563
XHYA2,Opening a closet/cabinet,386,555
DCSYP,Playing with a phone/camera,184,356
DCSYP,Holding a phone/camera,163,383
DCSYP,Holding some food,170,383
DCSYP,Holding a sandwich,201,383
DCSYP,Someone is eating something,177,383
DCSYP,Walking through a doorway,134,263
DCSYP,Someone is sneezing,194,311
Q6290,Someone is eating something,0,198
Q6290,Watching television,0,284
Q6290,Holding a dish,0,284
Q6290,Eating a sandwich,0,284
Q6290,Holding some food,0,284
Q6290,Holding a sandwich,0,284
E6ZBZ,Playing with a phone/camera,0,767
E6ZBZ,Sitting on sofa/couch,0,767
E6ZBZ,Someone is smiling,0,73
E6ZBZ,Holding a phone/camera,0,767
