DUZDL,Opening a closet/cabinet|Someone is awakening somewhere|Someone is awakening in bed|Tidying some clothes|Throwing clothes somewhere|Sitting in a bed|Opening a door|Taking shoes from somewhere|Snuggling with a blanket|Putting shoes somewhere|Someone is smiling|Grasping onto a doorknob|Someone is standing up from somewhere|Holding some clothes|Putting clothes somewhere|Throwing a blanket somewhere|Holding a shoe/shoes|Lying on a bed|Taking some clothes from somewhere,952
6H78U,Holding a phone/camera|Holding some clothes|Putting clothes somewhere|Tidying some clothes|Tidying some clothes|Tidying up a blanket/s|Putting a blanket somewhere|Putting a blanket somewhere|Tidying up a towel/s|Someone is sneezing|Taking some clothes from somewhere|Throwing clothes somewhere|Putting a phone/camera somewhere|Playing with a phone/camera|Taking a towel/s from somewhere|Putting a towel/s somewhere,609
GL2JW,Drinking from a cup/glass/bottle|Closing a closet/cabinet|Holding a dish|Taking a cup/glass/bottle from somewhere|Opening a closet/cabinet|Holding a cup/glass/bottle of something|Closing a door,907
GM3UK,Holding a phone/camera|Putting something on a table|Tidying up a table|Taking a picture of something|Putting a towel/s somewhere|Putting a book somewhere|Putting their paper/notebook somewhere|Taking a phone/camera from somewhere|Tidying up a towel/s|Putting something on a shelf|Tidying a shelf or something on a shelf|Putting a phone/camera somewhere|Washing something with a towel|Washing a table,383
WISO0,Holding a bag|Throwing a bag somewhere|Throwing something on the floor|Someone is going from standing to sitting|Taking a bag from somewhere|Watching/looking at a picture|Someone is sneezing|Tidying a shelf or something on a shelf|Closing a door|Opening a door|Someone is standing up from somewhere|Sitting in a chair|Sitting on sofa/couch|Putting a bag somewhere,854
YN3AA,Sitting in a bed|Someone is eating something|Eating a sandwich|Turning on a light|Holding a dish|Watching television|Opening a door|Taking a dish/es from somewhere|Holding a sandwich|Sitting in a chair|Someone is going from standing to sitting|Putting a sandwich somewhere|Taking a sandwich from somewhere|Opening a closet/cabinet|Someone is running somewhere|Sitting on sofa/couch|Walking through a doorway|Taking food from somewhere|Putting some food somewhere|Holding some food,0
YSE1G,Putting a towel/s somewhere|Throwing a towel/s somewhere|Opening a door|Walking through a doorway|Holding a towel/s|Taking a towel/s from somewhere|Closing a door|Throwing something on the floor|Holding some clothes|Someone is standing up from somewhere|Grasping onto a doorknob|Throwing clothes somewhere|Putting clothes somewhere,688
RS6EK,Sitting in a bed|Someone is laughing|Holding a phone/camera|Playing with a phone/camera|Sitting on sofa/couch|Taking a phone/camera from somewhere|Someone is going from standing to sitting|Someone is smiling,903
MAUMO,Putting a cup/glass/bottle somewhere|Someone is going from standing to sitting|Someone is standing up from somewhere|Drinking from a cup/glass/bottle|Someone is smiling|Holding a cup/glass/bottle of something|Sitting on sofa/couch|Someone is laughing|Putting something on a table|Watching television|Sitting in a chair|Taking a cup/glass/bottle from somewhere|Holding a dish|Sitting at a table|Laughing at television,1000
5EEXF,Closing a closet/cabinet|Opening a closet/cabinet|Holding a blanket|Putting a blanket somewhere|Putting clothes somewhere|Tidying some clothes|Closing a door|Putting a towel/s somewhere|Taking a towel/s from somewhere|Tidying up a towel/s|Holding a towel/s|Grasping onto a doorknob|Taking a blanket from somewhere|Someone is going from standing to sitting|Throwing a blanket somewhere|Tidying up a blanket/s|Putting something on a shelf|Opening a door,1005
L3ZRP,Holding a laptop|Putting some food somewhere|Someone is eating something|Taking food from somewhere|Watching a laptop or something on a laptop|Sitting on sofa/couch|Sitting in a chair|Putting a laptop somewhere|Working/Playing on a laptop|Holding some food|Taking a laptop from somewhere,735
VW4UD,Holding a dish|Putting a dish/es somewhere|Putting something on a shelf|Washing their hands|Someone is standing up from somewhere|Putting some food somewhere|Taking a dish/es from somewhere|Sitting in a chair|Taking food from somewhere|Wash a dish/dishes|Sitting at a table|Holding a towel/s|Someone is eating something|Putting something on a table|Holding some food|Putting a towel/s somewhere,448
VCYH8,Turning off a light|Holding a cup/glass/bottle of something|Putting a dish/es somewhere|Walking through a doorway,0
CUSTU,Opening a laptop|Watching a laptop or something on a laptop|Holding a broom|Someone is going from standing to sitting|Taking a laptop from somewhere|Working/Playing on a laptop|Tidying up with a broom|Tidying something on the floor|Holding a laptop|Sitting on the floor|Putting a broom somewhere,821
C10FA,Putting something on a shelf|Opening a refrigerator|Taking paper/notebook from somewhere|Pouring something into a cup/glass/bottle|Opening a refrigerator|Taking a book from somewhere|Closing a refrigerator|Someone is holding a paper/notebook|Holding a cup/glass/bottle of something|Taking a dish/es from somewhere|Holding a dish|Putting a cup/glass/bottle somewhere|Putting groceries somewhere|Taking a cup/glass/bottle from somewhere|Opening a door|Taking a box from somewhere|Closing a door|Holding a book|Taking food from somewhere,1103
9SJZ9,Playing with a phone/camera|Snuggling with a blanket|Lying on a bed|Lying on the floor|Sitting on the floor|Holding a phone/camera,477
RNLTR,Sitting in a bed|Sitting on sofa/couch|Someone is undressing|Someone is going from standing to sitting|Putting clothes somewhere|Taking off some shoes|Throwing clothes somewhere|Putting shoes somewhere,392
SBI6Z,Drinking from a cup/glass/bottle|Taking a cup/glass/bottle from somewhere|Sitting at a table|Putting something on a table|Sitting in a chair|Pouring something into a cup/glass/bottle|Holding a cup/glass/bottle of something|Putting a cup/glass/bottle somewhere,809
CDULZ,Holding a bag|Drinking from a cup/glass/bottle|Holding some food|Walking through a doorway|Taking a bag from somewhere|Holding a dish|Putting a bag somewhere|Holding a cup/glass/bottle of something|Putting groceries somewhere,908
1FX8Q,Opening a bag|Walking through a doorway|Someone is standing up from somewhere|Sitting on the floor|Someone is smiling|Tidying something on the floor|Playing with a phone/camera|Putting a bag somewhere|Holding a bag|Throwing something on the floor|Throwing a bag somewhere|Putting a phone/camera somewhere|Holding a phone/camera|Taking a bag from somewhere,845
GF6IX,Holding a bag|Holding some medicine|Taking a cup/glass/bottle from somewhere|Someone is sneezing|Walking through a doorway|Opening a bag|Taking/consuming some medicine|Someone is standing up from somewhere,985
3SKWW,Tidying up a towel/s|Someone is sneezing|Taking a blanket from somewhere|Tidying up a blanket/s|Putting a blanket somewhere|Taking some clothes from somewhere|Holding a towel/s|Sitting on the floor|Holding some clothes|Taking a towel/s from somewhere|Putting a towel/s somewhere|Tidying some clothes,1079
YF6FL,,905
HDHGT,Opening a box|Taking a box from somewhere|Someone is sneezing|Holding a box|Taking something from a box|Someone is standing up from somewhere|Opening a door|Taking food from somewhere|Grasping onto a doorknob|Holding some food|Opening a closet/cabinet,904
4ALLQ,Washing a mirror|Washing something with a towel|Washing a table|Tidying up a table|Putting a towel/s somewhere|Holding a mirror|Throwing a towel/s somewhere|Holding a towel/s,0
GFJ98,Walking through a doorway|Holding a picture|Putting a picture somewhere|Holding a box|Putting a box somewhere|Putting something on a shelf|Watching/looking at a picture,259
JR6VG,Closing a door|Opening a door|Sitting in a chair|Someone is running somewhere|Grasping onto a doorknob|Walking through a doorway,672
10M0F,Holding a book|Putting a book somewhere|Watching/Reading/Looking at a book|Someone is sneezing|Closing a book|Throwing something on the floor|Working on paper/notebook|Opening a book|Someone is holding a paper/notebook|Putting their paper/notebook somewhere|Throwing a book somewhere,973
HFMUK,,807
ZHRPD,Holding a towel/s|Taking a towel/s from somewhere|Putting something on a shelf|Playing with a phone/camera|Putting a towel/s somewhere|Holding a phone/camera|Sitting in a chair|Taking a phone/camera from somewhere|Tidying up a blanket/s|Tidying up a towel/s|Taking a phone/camera from somewhere|Tidying up a closet/cabinet|Holding some clothes|Putting clothes somewhere|Tidying some clothes,714
VNQTH,Putting something on a shelf|Playing with a phone/camera|Putting clothes somewhere|Someone is laughing|Taking a picture of something|Smiling at a book|Tidying up a closet/cabinet|Putting a blanket somewhere|Someone is smiling|Walking through a doorway|Holding a blanket|Taking a phone/camera from somewhere|Holding a phone/camera|Holding some clothes,158
BQA97,Opening a laptop|Sitting in a chair|Someone is smiling|Working/Playing on a laptop|Someone is laughing|Holding a laptop|Watching a laptop or something on a laptop,909
MK16R,Holding a bag|Putting groceries somewhere|Holding a box|Someone is smiling|Putting some food somewhere|Putting something on a shelf|Opening a door|Holding some food|Taking food from somewhere|Taking food from somewhere|Taking food from somewhere|Opening a closet/cabinet|Taking a dish/es from somewhere|Putting a dish/es somewhere|Putting something on a shelf,950
Y79PC,Turning off a light|Watching/Looking outside of a window|Someone is undressing|Throwing clothes somewhere,863
E9UYZ,Putting something on a table|Holding a blanket|Holding a cup/glass/bottle of something|Putting a dish/es somewhere|Throwing a towel/s somewhere|Holding a towel/s|Someone is sneezing|Throwing something on the floor,951
YK49T,Putting a phone/camera somewhere|Someone is undressing|Taking food from somewhere|Taking some clothes from somewhere|Throwing clothes somewhere|Holding some food|Taking a cup/glass/bottle from somewhere|Putting some food somewhere|Holding a phone/camera|Putting clothes somewhere|Taking a phone/camera from somewhere|Closing a door|Someone is standing up from somewhere|Holding some medicine|Grasping onto a doorknob|Someone is dressing,478
S5KQ1,Holding a broom|Taking a broom from somewhere|Opening a box|Putting a broom somewhere|Tidying something on the floor|Throwing a broom somewhere|Holding a box|Closing a box|Holding a phone/camera|Putting a box somewhere,724
WXXYY,Holding a phone/camera|Putting a phone/camera somewhere|Sitting on the floor|Fixing a door|Putting something on a table|Playing with a phone/camera|Fixing a doorknob|Someone is going from standing to sitting|Closing a door|Opening a door|Walking through a doorway|Grasping onto a doorknob,919
LSCMZ,Holding a towel/s|Holding a shoe/shoes|Putting shoes somewhere|Putting something on a shelf|Tidying some clothes|Taking a phone/camera from somewhere|Holding a phone/camera,555
PZJMP,,888
K7Z6T,Holding a shoe/shoes|Holding a bag|Tidying something on the floor|Holding a bag|Tidying something on the floor|Opening a bag|Putting shoes somewhere|Putting clothes somewhere,798
08LOY,Fixing a light|Someone is running somewhere|Taking a book from somewhere|Someone is standing up from somewhere|Tidying something on the floor,839
KV6V8,Working/Playing on a laptop|Someone is standing up from somewhere|Watching a laptop or something on a laptop|Someone is laughing|Someone is smiling|Opening a laptop|Closing a laptop|Holding a laptop,977
REMG0,Fixing their hair|Watching something/someone/themselves in a mirror|Tidying some clothes|Tidying a shelf or something on a shelf|Putting a cup/glass/bottle somewhere|Tidying up a towel/s|Washing something with a towel,865
6IOV0,Sitting in a chair|Holding a laptop|Watching/looking at a picture|Reaching for and grabbing a picture|Holding a cup/glass/bottle of something|Drinking from a cup/glass/bottle|Working/Playing on a laptop|Holding a picture|Watching a laptop or something on a laptop,915
HA8S9,Holding a broom|Putting shoes somewhere|Someone is going from standing to sitting|Holding a shoe/shoes|Sitting in a bed|Throwing shoes somewhere,931
SJ51G,Opening a door|Holding a blanket|Snuggling with a blanket|Throwing a blanket somewhere|Tidying up a blanket/s|Holding a towel/s|Grasping onto a doorknob|Throwing a towel/s somewhere|Opening a closet/cabinet|Tidying up a blanket/s|Putting a blanket somewhere|Closing a closet/cabinet|Closing a door,0
5RWZF,Holding a book|Holding a broom|Someone is holding a paper/notebook|Walking through a doorway|Putting their paper/notebook somewhere,770
F75LG,Taking a towel/s from somewhere|Drinking from a cup/glass/bottle|Someone is undressing|Fixing their hair|Throwing clothes somewhere|Taking some clothes from somewhere|Watching something/someone/themselves in a mirror|Holding a cup/glass/bottle of something|Holding some clothes|Holding a towel/s|Taking a cup/glass/bottle from somewhere|Putting clothes somewhere|Putting a cup/glass/bottle somewhere,964
N56QO,Drinking from a cup/glass/bottle|Holding a cup/glass/bottle of something|Taking a cup/glass/bottle from somewhere|Working/Playing on a laptop|Working at a table|Holding a dish|Watching a laptop or something on a laptop,145
A7WU3,Holding a broom|Putting a broom somewhere|Tidying up with a broom|Tidying something on the floor,913
MZZ8Q,Putting shoes somewhere|Putting something on a shelf|Taking shoes from somewhere|Taking off some shoes|Putting a book somewhere|Holding a book|Putting clothes somewhere|Throwing shoes somewhere|Tidying something on the floor|Holding a shoe/shoes,505
0PU21,Putting something on a table|Drinking from a cup/glass/bottle|Holding a cup/glass/bottle of something|Putting a dish/es somewhere|Holding a dish|Holding a picture|Putting a cup/glass/bottle somewhere,461
TE4PT,Holding a blanket|Tidying something on the floor|Holding a broom|Tidying up a towel/s|Taking a towel/s from somewhere|Tidying up a blanket/s|Holding a towel/s|Tidying up with a broom|Putting a broom somewhere|Taking a blanket from somewhere|Walking through a doorway,0
6IL0C,Holding a vacuum|Putting a book somewhere|Putting shoes somewhere|Putting something on a shelf|Holding a book|Taking shoes from somewhere|Putting something on a shelf|Tidying up a table|Someone is going from standing to sitting|Someone is standing up from somewhere|Taking a vacuum from somewhere|Tidying something on the floor|Taking a book from somewhere,1174
6UU5T,Snuggling with a pillow|Lying on a bed|Watching television|Holding a pillow,109
WZDXS,Someone is dressing|Holding a dish|Someone is eating something|Eating a sandwich|Watching television|Watching a laptop or something on a laptop|Watching a laptop or something on a laptop|Holding some clothes|Taking a dish/es from somewhere|Holding some food|Taking food from somewhere|Holding a sandwich,601
7XMBM,Lying on a bed|Holding some food|Someone is eating something|Holding a dish|Someone is going from standing to sitting|Walking through a doorway,916
AYZS4,Holding a mirror|Holding a towel/s|Washing something with a towel|Putting something on a table|Tidying up a table|Washing a mirror|Taking a towel/s from somewhere|Someone is eating something|Sitting at a table|Taking food from somewhere|Watching something/someone/themselves in a mirror|Washing a table|Sitting in a chair|Holding some food|Putting some food somewhere,1488
IAEGA,Someone is laughing|Someone is smiling|Someone is standing up from somewhere|Holding a dish|Turning off a light,539
N1E7A,Closing a closet/cabinet|Taking a book from somewhere|Holding a book|Taking food from somewhere|Taking a box from somewhere|Holding a box|Holding some food|Holding a bag|Opening a closet/cabinet,520
6IHRD,Holding a cup/glass/bottle of something|Putting something on a table|Tidying something on the floor|Holding a broom|Throwing something on the floor|Putting a cup/glass/bottle somewhere|Tidying up with a broom|Holding some medicine|Drinking from a cup/glass/bottle,0
FLLUJ,Closing a window|Watching/Looking outside of a window|Working on paper/notebook|Someone is sneezing|Watching/Reading/Looking at a book|Someone is laughing|Sitting on sofa/couch|Closing a door|Sitting in a bed|Holding a book|Someone is holding a paper/notebook|Working/Playing on a laptop,919
SU26P,Someone is laughing|Watching something/someone/themselves in a mirror|Someone is smiling|Someone is standing up from somewhere|Holding a phone/camera|Playing with a phone/camera,959
XHYA2,Opening a door|Putting on shoe/shoes|Drinking from a cup/glass/bottle|Someone is going from standing to sitting|Sitting in a bed|Putting shoes somewhere|Putting a cup/glass/bottle somewhere|Throwing shoes somewhere|Holding a shoe/shoes|Grasping onto a doorknob|Lying on a bed|Closing a closet/cabinet|Putting a dish/es somewhere|Closing a door|Opening a closet/cabinet,929
DCSYP,Playing with a phone/camera|Holding a phone/camera|Holding some food|Holding a sandwich|Someone is eating something|Walking through a doorway|Someone is sneezing,445
Q6290,Someone is eating something|Watching television|Holding a dish|Eating a sandwich|Holding some food|Holding a sandwich,285
E6ZBZ,Playing with a phone/camera|Sitting on sofa/couch|Someone is smiling|Holding a phone/camera|Someone is sneezing|Sitting in a chair,936
J56G6,Eating a sandwich|Holding a sandwich|Washing a window|Someone is eating something|Watching/Looking outside of a window|Washing a mirror|Sitting in a bed|Holding some food|Washing something with a towel,1107
4GLAP,Grasping onto a doorknob|Closing a door|Opening a door|Throwing shoes somewhere|Holding a shoe/shoes|Walking through a doorway|Putting their paper/notebook somewhere|Throwing something on the floor,0
YB7MW,Drinking from a cup/glass/bottle|Holding a cup/glass/bottle of something|Lying on the floor|Watching television|Sitting on the floor,954
CH41S,Putting a broom somewhere|Someone is smiling|Tidying up a closet/cabinet|Holding a broom|Tidying something on the floor|Putting some food somewhere|Putting a dish/es somewhere,1112
A42EF,Closing a door|Fixing a door|Drinking from a cup/glass/bottle|Holding a cup/glass/bottle of something|Taking a cup/glass/bottle from somewhere|Grasping onto a doorknob|Pouring something into a cup/glass/bottle|Someone is running somewhere|Walking through a doorway,809
YE6TZ,Putting a book somewhere|Drinking from a cup/glass/bottle|Holding a cup/glass/bottle of something|Holding a book|Taking a cup/glass/bottle from somewhere|Watching/Reading/Looking at a book|Tidying up a closet/cabinet|Reaching for and grabbing a picture,928
Z88CI,,287
UJVCW,Holding a phone/camera|Playing with a phone/camera|Taking a phone/camera from somewhere|Taking a vacuum from somewhere|Putting a phone/camera somewhere|Holding a vacuum,855
QLGHA,Putting a broom somewhere|Holding a picture|Someone is smiling|Smiling at a book|Holding a box|Watching/looking at a picture|Someone is laughing|Holding some food|Walking through a doorway|Laughing at a picture|Reaching for and grabbing a picture|Holding a broom|Taking a box from somewhere,940
2CJC9,Smiling in a mirror|Watching something/someone/themselves in a mirror|Opening a closet/cabinet|Tidying up a closet/cabinet|Someone is smiling|Opening a door|Holding some medicine|Fixing their hair|Tidying a shelf or something on a shelf,896
K7VCU,Taking a cup/glass/bottle from somewhere|Washing a cup/glass/bottle|Putting something on a shelf|Putting something on a table|Taking a dish/es from somewhere|Someone is eating something|Walking through a doorway|Putting a cup/glass/bottle somewhere|Putting a dish/es somewhere|Holding a cup/glass/bottle of something|Holding a dish,924
XO8NL,Smiling in a mirror|Watching something/someone/themselves in a mirror|Throwing a pillow somewhere|Putting a towel/s somewhere|Holding a pillow|Throwing something on the floor|Holding a mirror|Putting a pillow somewhere,0
UE638,Holding a bag|Holding a phone/camera|Playing with a phone/camera|Taking food from somewhere|Holding some medicine|Closing a door|Walking through a doorway|Grasping onto a doorknob,182
OY3LS,Closing a laptop|Opening a laptop|Putting a phone/camera somewhere|Putting something on a table|Snuggling with a blanket|Someone is going from standing to sitting|Holding a laptop|Holding a phone/camera|Taking a phone/camera from somewhere|Holding a blanket|Someone is undressing|Lying on a sofa/couch|Holding some clothes|Taking a blanket from somewhere|Watching a laptop or something on a laptop|Playing with a phone/camera|Putting a laptop somewhere|Throwing clothes somewhere|Sitting on sofa/couch,495
W3NN2,Putting something on a table|Sitting at a table|Holding a phone/camera|Sitting on the floor|Someone is smiling|Playing with a phone/camera|Someone is standing up from somewhere|Taking a picture of something|Holding a phone/camera|Turning off a light,891
X06Z6,Watching a laptop or something on a laptop|Working/Playing on a laptop|Sitting in a bed|Watching/Looking outside of a window|Someone is undressing|Sitting in a chair|Putting clothes somewhere,699
XF2ZM,Holding a book|Taking a book from somewhere|Holding a box|Taking a box from somewhere|Putting clothes somewhere|Someone is undressing|Holding some clothes|Throwing clothes somewhere|Closing a book|Tidying some clothes|Opening a book|Someone is holding a paper/notebook|Taking paper/notebook from somewhere|Watching/Reading/Looking at a book,0
CLAWJ,Closing a laptop|Putting a laptop somewhere|Someone is undressing|Someone is standing up from somewhere|Someone is undressing|Putting something on a table|Sitting in a chair|Watching a laptop or something on a laptop|Working/Playing on a laptop|Holding a laptop,974
ALJ7B,Holding a dish|Taking a dish/es from somewhere|Holding a cup/glass/bottle of something|Putting something on a shelf|Putting a dish/es somewhere|Pouring something into a cup/glass/bottle|Drinking from a cup/glass/bottle|Opening a closet/cabinet|Tidying a shelf or something on a shelf|Taking a cup/glass/bottle from somewhere|Opening a door,913
TR652,Lying on the floor|Taking a pillow from somewhere|Snuggling with a pillow|Watching/Reading/Looking at a book|Putting a pillow somewhere|Holding a pillow|Holding a book|Sitting on the floor|Taking a blanket from somewhere,888
LLRKS,Holding a cup/glass/bottle of something|Pouring something into a cup/glass/bottle|Reaching for and grabbing a picture|Holding a dish|Putting a cup/glass/bottle somewhere|Tidying up with a broom|Holding a picture|Taking a broom from somewhere|Holding a broom,956
ZMY8M,Closing a closet/cabinet|Opening a closet/cabinet|Someone is eating something|Eating a sandwich|Taking food from somewhere|Putting a sandwich somewhere|Putting some food somewhere|Taking a sandwich from somewhere|Holding some food|Putting a bag somewhere|Holding a sandwich|Tidying up a table|Putting some food somewhere|Holding a dish|Putting something on a table,0
AWN1C,Drinking from a cup/glass/bottle|Holding a cup/glass/bottle of something|Lying on the floor|Wash a dish/dishes|Holding a dish|Putting a cup/glass/bottle somewhere|Someone is smiling|Putting a dish/es somewhere|Someone is going from standing to sitting,0
5T0NX,Holding a dish|Taking a dish/es from somewhere|Someone is running somewhere|Putting a dish/es somewhere|Taking food from somewhere|Taking a cup/glass/bottle from somewhere|Holding a cup/glass/bottle of something|Walking through a doorway,113
1GGRY,Taking a dish/es from somewhere|Opening a door|Someone is sneezing|Putting groceries somewhere|Fixing their hair|Closing a closet/cabinet|Opening a closet/cabinet|Closing a door,631
Y44TV,Someone is holding a paper/notebook|Taking paper/notebook from somewhere|Holding a pillow|Taking a pillow from somewhere|Someone is laughing|Holding a towel/s|Someone is smiling,707
3QL7J,Taking food from somewhere|Opening a refrigerator|Watching/Looking outside of a window|Opening a refrigerator|Someone is eating something|Someone is cooking something|Holding a dish|Holding some food|Closing a refrigerator,997
RG0KS,Holding a shoe/shoes|Taking shoes from somewhere|Holding a box|Taking a box from somewhere|Holding a blanket|Tidying up a blanket/s|Snuggling with a blanket|Throwing a blanket somewhere|Someone is standing up from somewhere|Putting a box somewhere|Putting a blanket somewhere|Someone is sneezing|Tidying something on the floor,430
QO4FV,Drinking from a cup/glass/bottle|Someone is laughing|Holding a cup/glass/bottle of something|Holding a dish|Someone is smiling|Putting a cup/glass/bottle somewhere|Watching something/someone/themselves in a mirror,886
BLWIW,Taking off some shoes|Holding a laptop|Watching/Looking outside of a window|Taking off some shoes|Sitting on sofa/couch|Someone is smiling|Someone is undressing|Watching/Reading/Looking at a book|Sitting in a bed|Working/Playing on a laptop,528
QF1Y0,Holding a book|Sitting on the floor|Closing a door|Opening a door|Holding a bag|Someone is sneezing|Watching television|Walking through a doorway|Someone is holding a paper/notebook,927
N5PLR,Sitting in a chair|Someone is going from standing to sitting|Working/Playing on a laptop|Someone is undressing|Someone is standing up from somewhere|Holding some clothes|Sitting on a table|Taking some clothes from somewhere|Putting clothes somewhere|Watching a laptop or something on a laptop|Throwing clothes somewhere,1031
ENOLD,Opening a book|Watching television|Someone is going from standing to sitting|Sitting in a chair|Putting something on a table|Sitting at a table|Holding a book|Taking a book from somewhere|Watching/Reading/Looking at a book,271
5SMU6,Holding a towel/s|Playing with a phone/camera|Holding a phone/camera|Putting a towel/s somewhere|Taking a phone/camera from somewhere,938
B4XZD,Watching/Reading/Looking at a book|Holding a cup/glass/bottle of something|Someone is sneezing|Holding a book|Walking through a doorway|Someone is holding a paper/notebook,368
8H570,Holding some food|Watching television|Holding a dish|Holding a phone/camera|Sitting on sofa/couch|Someone is eating something|Playing with a phone/camera,924
IOQFA,,900
4QGP6,Taking off some shoes|Holding a cup/glass/bottle of something|Someone is going from standing to sitting|Someone is sneezing|Taking shoes from somewhere|Sitting in a chair|Holding a dish|Walking through a doorway|Sitting on the floor|Drinking from a cup/glass/bottle|Putting a cup/glass/bottle somewhere,199
P3CLM,Closing a book|Holding a book|Watching/Reading/Looking at a book|Holding a pillow|Putting a book somewhere|Someone is holding a paper/notebook|Sitting in a bed,1251
8UCK1,Putting something on a shelf|Holding a dish|Putting a dish/es somewhere|Holding a cup/glass/bottle of something|Opening a closet/cabinet|Grasping onto a doorknob|Putting a cup/glass/bottle somewhere|Closing a closet/cabinet,446
F3M1Q,Putting shoes somewhere|Throwing shoes somewhere|Drinking from a cup/glass/bottle|Putting a cup/glass/bottle somewhere|Holding a shoe/shoes|Taking off some shoes|Someone is cooking something|Holding a cup/glass/bottle of something|Taking a cup/glass/bottle from somewhere|Holding a dish|Taking shoes from somewhere|Taking some clothes from somewhere|Someone is eating something|Throwing something on the floor,400
UEVVN,Closing a window|Throwing shoes somewhere|Holding a shoe/shoes|Putting shoes somewhere|Someone is running somewhere|Grasping onto a doorknob|Closing a door|Someone is undressing|Taking off some shoes,533
02DPI,Holding some food|Holding a dish|Drinking from a cup/glass/bottle|Sitting on sofa/couch|Someone is laughing|Someone is eating something|Watching television|Someone is smiling|Putting a cup/glass/bottle somewhere|Watching a laptop or something on a laptop|Holding a cup/glass/bottle of something|Taking a cup/glass/bottle from somewhere|Laughing at television,688
8YK8Y,Putting a dish/es somewhere|Holding some medicine|Putting some food somewhere|Holding a dish|Taking/consuming some medicine|Holding some food|Putting something on a table,900
8NEYJ,Watching/Looking outside of a window|Holding a book|Someone is undressing|Grasping onto a doorknob|Walking through a doorway|Someone is dressing|Opening a door,927
81VSN,Walking through a doorway|Putting something on a shelf,1174
DZ9UB,Closing a laptop|Holding a laptop|Watching a laptop or something on a laptop,924
RQ3AK,Holding a picture|Snuggling with a pillow|Reaching for and grabbing a picture|Putting a picture somewhere|Holding a pillow|Watching/looking at a picture,306
Y89SO,Fixing a vacuum|Holding a towel/s|Sitting at a table|Washing something with a towel|Snuggling with a blanket|Holding a blanket|Holding a vacuum|Sitting in a chair|Working at a table|Taking a towel/s from somewhere|Putting something on a table,511
MUQBW,Working on paper/notebook|Someone is smiling|Sitting in a chair|Taking a cup/glass/bottle from somewhere|Sitting at a table|Holding a dish|Tidying up a table|Someone is holding a paper/notebook|Taking a dish/es from somewhere|Working at a table|Playing with a phone/camera|Watching/Reading/Looking at a book|Opening a book|Putting something on a table,923
SM4AO,Holding a mirror|Holding a bag|Sitting at a table|Someone is standing up from somewhere|Someone is smiling|Smiling in a mirror|Putting something on a table|Someone is going from standing to sitting|Putting groceries somewhere|Sitting in a chair|Putting a bag somewhere|Watching something/someone/themselves in a mirror,310
QH3WP,Holding a phone/camera|Lying on a bed|Someone is going from standing to sitting|Playing with a phone/camera|Taking a phone/camera from somewhere,0
